variant_id,model_year,region,body_style,trim_level,drivetrain,wheelbase_mm,curb_mass_kg,drag_coefficient,frontal_area_m2,max_payload_kg,tow_rating_kg,homologation_code,active_aero,certification_market,test_cycle,procedure_standard,gcwr_kg,braked_trailer_rating_kg,unbraked_trailer_rating_kg
OAM-V0576,2024,GCC,pickup,Fleet,4WD,3234,2570,0.387,3.59,657,4826,GCC-2024-5218,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,8236,4826,750
OAM-V0577,2025,LATAM,wagon,Fleet,AWD,3076,2084,0.227,2.44,618,1779,LATAM-2025-5682,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4710,1779,750
OAM-V0578,2026,LATAM,suv,Performance,AWD,2962,2607,0.264,3.09,651,2144,LATAM-2026-7863,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,5550,2144,750
OAM-V0579,2027,AU,pickup,Fleet,4WD,3661,2336,0.433,3.32,1195,2860,AU-2027-1181,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,6537,2860,750
OAM-V0580,2024,LATAM,wagon,Fleet,4WD,2832,1724,0.258,2.54,595,1582,LATAM-2024-3160,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4086,1582,750
OAM-V0581,2025,EU,van,Touring,FWD,4206,3403,0.376,3.73,814,2209,EU-2025-1367,false,European Union,WLTP,UNECE R154,6529,2209,750
OAM-V0582,2026,KR,pickup,Touring,RWD,3228,2416,0.436,3.45,992,4533,KR-2026-1700,false,Korea,WLTC-KR,KATRI/WLTC,8058,4533,750
OAM-V0583,2027,AU,van,Base,AWD,4058,3091,0.374,3.68,1519,2677,AU-2027-7821,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,7493,2677,750
OAM-V0584,2024,JP,crossover,Performance,4WD,3048,2464,0.306,2.82,525,1483,JP-2024-6278,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,4583,1483,750
OAM-V0585,2025,JP,suv,Fleet,4WD,3177,2723,0.357,3.00,614,1911,JP-2025-4031,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,5411,1911,750
OAM-V0586,2026,LATAM,crossover,Sport,RWD,3114,2007,0.243,2.58,576,1456,LATAM-2026-5209,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4250,1456,750
OAM-V0587,2027,NA,wagon,Fleet,AWD,2975,1823,0.256,2.41,535,1381,NA-2027-3851,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3932,1381,750
OAM-V0588,2024,UK,wagon,Base,RWD,3020,1779,0.303,2.43,579,1932,UK-2024-4170,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4469,1932,750
OAM-V0589,2025,UK,van,Fleet,FWD,4111,3258,0.294,3.80,819,3034,UK-2025-2163,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,7356,3034,750
OAM-V0590,2026,JP,liftback,Premium,RWD,2961,1604,0.246,2.34,477,1042,JP-2026-8896,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,3261,1042,750
OAM-V0591,2027,GCC,crossover,Performance,RWD,2860,1980,0.240,2.59,639,957,GCC-2027-3587,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3796,957,750
OAM-V0592,2024,NA,suv,Executive,AWD,3223,2242,0.317,3.12,612,2928,NA-2024-6705,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,5932,2928,750
OAM-V0593,2025,EU,sedan,Base,4WD,2953,1590,0.273,2.26,528,301,EU-2025-6794,false,European Union,WLTP,UNECE R154,2592,301,301
OAM-V0594,2026,EU,crossover,Fleet,FWD,3067,1727,0.350,2.50,587,2347,EU-2026-2666,false,European Union,WLTP,UNECE R154,4911,2347,750
OAM-V0595,2027,JP,suv,Performance,RWD,3204,2082,0.346,2.69,738,1943,JP-2027-8197,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,4978,1943,750
OAM-V0596,2024,JP,suv,Premium,FWD,3179,2452,0.295,2.94,564,3449,JP-2024-3025,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,6605,3449,750
OAM-V0597,2025,JP,sedan,Base,4WD,2800,2050,0.211,2.27,403,43,JP-2025-7186,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,2679,43,43
OAM-V0598,2026,UK,wagon,Touring,4WD,2871,2139,0.240,2.26,483,2164,UK-2026-5671,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4929,2164,750
OAM-V0599,2027,NA,van,Base,RWD,3484,3100,0.317,3.44,1041,3089,NA-2027-8616,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,7451,3089,750
OAM-V0600,2024,GCC,suv,Executive,RWD,3166,2720,0.339,2.82,785,2220,GCC-2024-5086,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,5898,2220,750
OAM-V0601,2025,JP,pickup,Sport,4WD,3427,3244,0.406,3.18,666,5409,JP-2025-3881,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,9544,5409,750
OAM-V0602,2026,UK,pickup,Executive,4WD,3513,2438,0.354,3.39,1096,2855,UK-2026-5662,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,6635,2855,750
OAM-V0603,2027,JP,pickup,Executive,RWD,3409,2425,0.322,3.37,1144,4864,JP-2027-8395,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,8620,4864,750
OAM-V0604,2024,GCC,sedan,Executive,FWD,2995,1531,0.243,2.21,495,1144,GCC-2024-9108,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3315,1144,750
OAM-V0605,2025,EU,wagon,Premium,RWD,3026,2005,0.288,2.45,526,1941,EU-2025-7778,false,European Union,WLTP,UNECE R154,4656,1941,750
OAM-V0606,2026,GCC,crossover,Touring,RWD,2870,2163,0.265,2.65,506,1781,GCC-2026-4516,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,4699,1781,750
OAM-V0607,2027,KR,van,Performance,RWD,3566,3623,0.342,3.32,1498,1846,KR-2027-6524,false,Korea,WLTC-KR,KATRI/WLTC,7110,1846,750
OAM-V0608,2024,LATAM,crossover,Touring,RWD,3026,1706,0.252,2.78,505,2215,LATAM-2024-4014,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4642,2215,750
OAM-V0609,2025,AU,pickup,Premium,RWD,3422,3186,0.407,3.16,677,2535,AU-2025-8963,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,6603,2535,750
OAM-V0610,2026,GCC,van,Touring,RWD,3983,2589,0.397,4.06,921,3464,GCC-2026-2671,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,7086,3464,750
OAM-V0611,2027,NA,crossover,Sport,RWD,3049,1703,0.262,2.79,661,2102,NA-2027-8995,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,4680,2102,750
OAM-V0612,2024,UK,sedan,Premium,4WD,2804,1814,0.259,2.24,439,1600,UK-2024-6702,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4018,1600,750
OAM-V0613,2025,KR,crossover,Sport,AWD,2946,1828,0.247,2.53,556,1369,KR-2025-7321,true,Korea,WLTC-KR,KATRI/WLTC,3911,1369,750
OAM-V0614,2026,EU,suv,Premium,RWD,2953,1985,0.272,2.73,668,2995,EU-2026-3007,true,European Union,WLTP,UNECE R154,5822,2995,750
OAM-V0615,2027,GCC,suv,Fleet,4WD,3118,2343,0.362,2.95,552,2125,GCC-2027-2296,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,5121,2125,750
OAM-V0616,2024,NA,van,Base,FWD,3319,2486,0.331,3.49,1180,2561,NA-2024-2746,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6412,2561,750
OAM-V0617,2025,JP,van,Executive,RWD,4009,2971,0.364,3.86,1297,2084,JP-2025-8208,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,6569,2084,750
OAM-V0618,2026,AU,pickup,Premium,AWD,3263,3048,0.438,3.12,964,5417,AU-2026-4956,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,9560,5417,750
OAM-V0619,2027,EU,liftback,Sport,AWD,2936,1588,0.261,2.39,482,0,EU-2027-5759,false,European Union,WLTP,UNECE R154,2185,0,0
OAM-V0620,2024,AU,pickup,Sport,RWD,3427,3046,0.373,3.32,838,4951,AU-2024-7987,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,8960,4951,750
OAM-V0621,2025,GCC,wagon,Sport,AWD,3084,1952,0.259,2.42,473,1280,GCC-2025-8587,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3951,1280,750
OAM-V0622,2026,UK,van,Premium,FWD,3331,2912,0.355,3.70,1454,2081,UK-2026-3850,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,6611,2081,750
OAM-V0623,2027,UK,liftback,Base,4WD,2924,2014,0.282,2.31,433,0,UK-2027-9087,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,2648,0,0
OAM-V0624,2024,AU,pickup,Touring,4WD,3430,2518,0.346,3.30,940,4691,AU-2024-4213,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,8275,4691,750
OAM-V0625,2025,NA,suv,Premium,RWD,2930,2393,0.325,3.05,601,3471,NA-2025-5441,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6647,3471,750
OAM-V0626,2026,GCC,sedan,Fleet,RWD,2948,1814,0.268,2.18,522,0,GCC-2026-5001,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,2524,0,0
OAM-V0627,2027,KR,wagon,Performance,AWD,2939,2106,0.274,2.43,479,1344,KR-2027-6027,false,Korea,WLTC-KR,KATRI/WLTC,4173,1344,750
OAM-V0628,2024,GCC,crossover,Base,FWD,2998,1946,0.268,2.68,507,1912,GCC-2024-2244,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,4595,1912,750
OAM-V0629,2025,KR,suv,Fleet,4WD,3180,2563,0.343,3.11,645,3299,KR-2025-6409,true,Korea,WLTC-KR,KATRI/WLTC,6655,3299,750
OAM-V0630,2026,EU,wagon,Performance,AWD,2851,1929,0.243,2.25,480,1669,EU-2026-1790,true,European Union,WLTP,UNECE R154,4200,1669,750
OAM-V0631,2027,LATAM,wagon,Performance,4WD,2887,2183,0.282,2.47,494,1457,LATAM-2027-3497,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4375,1457,750
OAM-V0632,2024,LATAM,wagon,Executive,AWD,3066,2040,0.248,2.35,632,1360,LATAM-2024-9043,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4251,1360,750
OAM-V0633,2025,KR,pickup,Executive,RWD,3284,2999,0.366,3.15,861,4352,KR-2025-1506,true,Korea,WLTC-KR,KATRI/WLTC,8395,4352,750
OAM-V0634,2026,UK,crossover,Premium,RWD,2769,1875,0.280,2.78,529,2299,UK-2026-2400,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4908,2299,750
OAM-V0635,2027,GCC,liftback,Performance,RWD,2807,1962,0.213,2.43,461,493,GCC-2027-5232,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3028,493,493
OAM-V0636,2024,EU,liftback,Executive,4WD,2874,2111,0.227,2.18,487,481,EU-2024-3798,false,European Union,WLTP,UNECE R154,3232,481,481
OAM-V0637,2025,AU,sedan,Touring,AWD,2746,1929,0.232,2.24,400,795,AU-2025-9105,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,3353,795,750
OAM-V0638,2026,EU,van,Performance,RWD,3864,2866,0.350,3.63,1564,2585,EU-2026-8004,false,European Union,WLTP,UNECE R154,7135,2585,750
OAM-V0639,2027,UK,suv,Sport,FWD,2878,1903,0.356,3.05,681,2683,UK-2027-9395,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,5413,2683,750
OAM-V0640,2024,UK,pickup,Performance,RWD,3526,3111,0.364,3.12,1067,4252,UK-2024-9995,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,8593,4252,750
OAM-V0641,2025,EU,van,Sport,4WD,3617,2888,0.369,4.09,1390,3460,EU-2025-2166,false,European Union,WLTP,UNECE R154,7907,3460,750
OAM-V0642,2026,KR,sedan,Sport,AWD,2900,1903,0.237,2.21,451,0,KR-2026-7628,false,Korea,WLTC-KR,KATRI/WLTC,2522,0,0
OAM-V0643,2027,JP,suv,Touring,FWD,2910,2721,0.280,2.78,592,3344,JP-2027-9829,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,6759,3344,750
OAM-V0644,2024,AU,liftback,Performance,RWD,2983,1540,0.210,2.33,439,751,AU-2024-8334,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,2910,751,750
OAM-V0645,2025,LATAM,wagon,Premium,FWD,2988,1739,0.275,2.39,460,1940,LATAM-2025-2189,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4260,1940,750
OAM-V0646,2026,GCC,sedan,Touring,4WD,2784,1649,0.276,2.30,402,879,GCC-2026-3556,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3124,879,750
OAM-V0647,2027,LATAM,pickup,Base,4WD,3594,2383,0.375,3.32,1050,5042,LATAM-2027-8898,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,8581,5042,750
OAM-V0648,2024,NA,sedan,Sport,AWD,2810,1768,0.270,2.27,402,1401,NA-2024-3861,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3781,1401,750
OAM-V0649,2025,LATAM,pickup,Base,4WD,3686,2625,0.337,3.23,1133,5635,LATAM-2025-1280,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,9594,5635,750
OAM-V0650,2026,NA,wagon,Sport,FWD,2930,2014,0.251,2.43,620,1402,NA-2026-3906,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,4152,1402,750
OAM-V0651,2027,LATAM,wagon,Performance,AWD,3091,2067,0.256,2.53,572,1258,LATAM-2027-7906,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4011,1258,750
OAM-V0652,2024,JP,suv,Sport,4WD,2921,2400,0.311,3.05,709,3228,JP-2024-6255,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,6510,3228,750
OAM-V0653,2025,EU,sedan,Sport,AWD,2845,1703,0.188,2.15,532,0,EU-2025-9179,true,European Union,WLTP,UNECE R154,2453,0,0
OAM-V0654,2026,KR,crossover,Touring,AWD,3017,2300,0.229,2.82,638,2149,KR-2026-5917,true,Korea,WLTC-KR,KATRI/WLTC,5274,2149,750
OAM-V0655,2027,EU,liftback,Performance,FWD,2947,1873,0.230,2.23,486,422,EU-2027-7347,false,European Union,WLTP,UNECE R154,2976,422,422
OAM-V0656,2024,AU,pickup,Base,4WD,3477,2504,0.400,3.41,1120,4784,AU-2024-5644,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,8574,4784,750
OAM-V0657,2025,JP,crossover,Executive,RWD,2770,2377,0.263,2.63,623,1323,JP-2025-3593,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,4480,1323,750
OAM-V0658,2026,NA,suv,Base,AWD,2879,2069,0.338,3.14,589,3820,NA-2026-3129,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6664,3820,750
OAM-V0659,2027,UK,pickup,Touring,RWD,3586,2445,0.360,3.02,996,4902,UK-2027-7838,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,8475,4902,750
OAM-V0660,2024,LATAM,wagon,Fleet,AWD,2910,1927,0.283,2.25,498,2194,LATAM-2024-9384,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4736,2194,750
OAM-V0661,2025,UK,wagon,Base,AWD,2848,1916,0.288,2.49,554,1989,UK-2025-1544,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4613,1989,750
OAM-V0662,2026,AU,wagon,Premium,RWD,3059,2035,0.306,2.41,606,1321,AU-2026-5510,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,4073,1321,750
OAM-V0663,2027,LATAM,pickup,Touring,4WD,3467,3153,0.365,3.63,958,2646,LATAM-2027-8163,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,6883,2646,750
OAM-V0664,2024,AU,pickup,Performance,RWD,3329,3276,0.358,3.30,1137,3569,AU-2024-1698,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,8124,3569,750
OAM-V0665,2025,AU,suv,Premium,RWD,2948,2140,0.313,3.06,641,2171,AU-2025-2984,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,5140,2171,750
OAM-V0666,2026,AU,suv,Touring,RWD,3152,1965,0.333,2.87,757,3167,AU-2026-8407,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,6060,3167,750
OAM-V0667,2027,UK,crossover,Performance,AWD,3135,1937,0.278,2.58,460,1640,UK-2027-6862,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4196,1640,750
OAM-V0668,2024,LATAM,sedan,Executive,RWD,2810,2005,0.236,2.36,505,0,LATAM-2024-8942,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,2622,0,0
OAM-V0669,2025,AU,van,Touring,FWD,3957,2831,0.343,3.44,947,3259,AU-2025-4851,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,7215,3259,750
OAM-V0670,2026,LATAM,wagon,Executive,RWD,2863,2076,0.277,2.26,600,1436,LATAM-2026-8684,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4262,1436,750
OAM-V0671,2027,NA,wagon,Base,FWD,3050,1572,0.315,2.53,511,1370,NA-2027-5885,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3572,1370,750
OAM-V0672,2024,LATAM,liftback,Base,4WD,2744,1921,0.269,2.37,482,1646,LATAM-2024-9543,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4151,1646,750
OAM-V0673,2025,LATAM,sedan,Sport,FWD,2739,1769,0.252,2.33,452,0,LATAM-2025-2296,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,2407,0,0
OAM-V0674,2026,NA,van,Fleet,AWD,3742,3324,0.311,4.11,1468,3393,NA-2026-6032,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,8414,3393,750
OAM-V0675,2027,EU,liftback,Base,AWD,2856,1784,0.285,2.21,548,263,EU-2027-3485,false,European Union,WLTP,UNECE R154,2716,263,263
OAM-V0676,2024,UK,suv,Executive,AWD,3219,2805,0.332,2.73,651,2653,UK-2024-5861,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,6341,2653,750
OAM-V0677,2025,LATAM,wagon,Executive,AWD,3010,2072,0.273,2.39,465,1919,LATAM-2025-2132,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4634,1919,750
OAM-V0678,2026,KR,liftback,Base,4WD,2996,1878,0.222,2.33,456,1663,KR-2026-1609,true,Korea,WLTC-KR,KATRI/WLTC,4221,1663,750
OAM-V0679,2027,UK,van,Fleet,RWD,3965,3315,0.373,3.89,1346,3062,UK-2027-5144,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,7920,3062,750
OAM-V0680,2024,AU,van,Sport,FWD,4040,3065,0.333,3.28,1420,3393,AU-2024-4856,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,8101,3393,750
OAM-V0681,2025,LATAM,crossover,Premium,RWD,2909,2040,0.330,2.47,603,2255,LATAM-2025-1280,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,5145,2255,750
OAM-V0682,2026,JP,sedan,Touring,RWD,2886,1896,0.242,2.26,513,1118,JP-2026-7283,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,3635,1118,750
OAM-V0683,2027,NA,suv,Base,AWD,3003,2539,0.333,2.88,569,3530,NA-2027-1525,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6845,3530,750
OAM-V0684,2024,AU,liftback,Performance,4WD,2964,2003,0.254,2.35,423,1398,AU-2024-2395,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,3975,1398,750
OAM-V0685,2025,LATAM,sedan,Touring,RWD,2882,1740,0.256,2.41,436,1074,LATAM-2025-5459,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,3376,1074,750
OAM-V0686,2026,GCC,liftback,Base,AWD,2727,1799,0.309,2.39,456,0,GCC-2026-9395,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,2444,0,0
OAM-V0687,2027,AU,wagon,Fleet,4WD,2821,1643,0.276,2.48,540,1980,AU-2027-5166,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,4412,1980,750
OAM-V0688,2024,JP,suv,Premium,4WD,3134,2466,0.369,2.76,675,2774,JP-2024-1338,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,6150,2774,750
OAM-V0689,2025,EU,liftback,Premium,AWD,2746,1734,0.283,2.20,521,1670,EU-2025-2189,true,European Union,WLTP,UNECE R154,4111,1670,750
OAM-V0690,2026,JP,crossover,Performance,FWD,2781,1921,0.340,2.58,603,1442,JP-2026-9488,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,4136,1442,750
OAM-V0691,2027,JP,crossover,Touring,AWD,3056,1883,0.262,2.57,526,2122,JP-2027-3053,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,4652,2122,750
OAM-V0692,2024,NA,wagon,Performance,FWD,2793,2071,0.224,2.35,483,1308,NA-2024-3500,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3966,1308,750
OAM-V0693,2025,KR,sedan,Sport,AWD,2919,1876,0.241,2.42,533,206,KR-2025-1096,true,Korea,WLTC-KR,KATRI/WLTC,2824,206,206
OAM-V0694,2026,UK,liftback,Performance,FWD,2969,2040,0.246,2.20,518,0,UK-2026-5540,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,2792,0,0
OAM-V0695,2027,GCC,liftback,Premium,RWD,2846,1985,0.259,2.37,520,0,GCC-2027-3681,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,2690,0,0
OAM-V0696,2024,GCC,suv,Sport,RWD,3004,2745,0.324,3.13,784,3016,GCC-2024-9400,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,6686,3016,750
OAM-V0697,2025,AU,wagon,Touring,FWD,3061,1607,0.235,2.35,590,1326,AU-2025-7717,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,3727,1326,750
OAM-V0698,2026,JP,crossover,Base,RWD,2905,2269,0.287,2.48,669,2411,JP-2026-2716,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,5471,2411,750
OAM-V0699,2027,GCC,pickup,Fleet,RWD,3502,3096,0.402,3.38,801,3464,GCC-2027-3513,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,7600,3464,750
OAM-V0700,2024,UK,van,Premium,RWD,3323,3408,0.310,3.46,805,2258,UK-2024-2888,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,6717,2258,750
OAM-V0701,2025,AU,van,Sport,FWD,4281,2983,0.367,3.56,867,3215,AU-2025-5353,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,7200,3215,750
OAM-V0702,2026,KR,liftback,Fleet,FWD,2896,1718,0.309,2.36,510,0,KR-2026-2180,false,Korea,WLTC-KR,KATRI/WLTC,2476,0,0
OAM-V0703,2027,EU,crossover,Performance,4WD,2902,2238,0.310,2.57,542,1746,EU-2027-4231,false,European Union,WLTP,UNECE R154,4705,1746,750
OAM-V0704,2024,NA,liftback,Touring,AWD,2779,1697,0.254,2.37,498,1474,NA-2024-8465,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3888,1474,750
OAM-V0705,2025,LATAM,crossover,Executive,FWD,2876,1944,0.295,2.70,649,2220,LATAM-2025-7988,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4920,2220,750
OAM-V0706,2026,LATAM,wagon,Executive,FWD,2849,2003,0.216,2.40,465,1870,LATAM-2026-7330,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4460,1870,750
OAM-V0707,2027,JP,liftback,Executive,FWD,3019,2104,0.221,2.38,514,0,JP-2027-7074,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,2824,0,0
OAM-V0708,2024,EU,van,Executive,FWD,3636,3361,0.360,4.08,966,2657,EU-2024-9025,false,European Union,WLTP,UNECE R154,7144,2657,750
OAM-V0709,2025,JP,suv,Executive,RWD,3065,2430,0.336,2.77,771,2178,JP-2025-2425,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,5546,2178,750
OAM-V0710,2026,GCC,sedan,Sport,RWD,2932,1483,0.270,2.38,451,965,GCC-2026-4460,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3032,965,750
OAM-V0711,2027,AU,wagon,Premium,RWD,3087,2076,0.300,2.29,542,1357,AU-2027-6174,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,4080,1357,750
OAM-V0712,2024,UK,suv,Fleet,AWD,3157,2377,0.320,2.87,702,3402,UK-2024-2500,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,6709,3402,750
OAM-V0713,2025,UK,sedan,Touring,4WD,2861,1615,0.281,2.37,480,0,UK-2025-5430,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,2267,0,0
OAM-V0714,2026,GCC,sedan,Performance,RWD,2813,1809,0.253,2.18,494,930,GCC-2026-5830,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3382,930,750
OAM-V0715,2027,KR,wagon,Executive,FWD,3001,1749,0.270,2.32,467,1750,KR-2027-8237,true,Korea,WLTC-KR,KATRI/WLTC,4071,1750,750
OAM-V0716,2024,NA,wagon,Touring,FWD,2813,1826,0.233,2.38,463,1287,NA-2024-4745,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3695,1287,750
OAM-V0717,2025,UK,van,Executive,AWD,4284,2664,0.362,3.83,1509,3664,UK-2025-6938,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,7944,3664,750
OAM-V0718,2026,EU,wagon,Performance,4WD,3081,1751,0.268,2.44,621,1409,EU-2026-8183,true,European Union,WLTP,UNECE R154,3894,1409,750
