calibration_id,platform_code,engine_family,displacement_l,cylinders,boost_pressure_kpa,peak_power_kw,peak_torque_nm,final_drive_ratio,fuel_map_revision,wltp_co2_g_per_km,thermal_limit_deg_c,ecu_checksum,production_release_date,propulsion_type,emissions_certification_basis,obd_standard
CAL-00001,PX55,V35H,3.5,6,128.2,248.8,754.1,3.406,FM-8.2,142,113.1,A0E9D6,2026-01-01,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00118,PX76,V50D,5.0,8,245.7,364.0,767.0,3.954,FM-12.4,223,121.4,C8087A,2024-07-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00119,PX75,V30T,3.0,6,123.4,333.2,575.3,3.374,FM-7.5,195,111.1,F992B5,2025-07-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00120,PX58,V50D,5.0,8,236.5,280.2,892.5,3.793,FM-9.7,239,117.4,4D3A69,2025-09-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00121,PX26,V35H,3.5,6,134.2,325.6,752.1,3.302,FM-10.6,68,109.2,6EB5BD,2024-02-26,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00122,PX33,B20T,2.0,4,100.8,172.4,303.4,4.025,FM-8.2,177,110.8,61F8E9,2024-10-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00123,PX28,B20T,2.0,4,101.4,200.1,352.1,3.967,FM-12.2,134,114.0,A8C157,2025-07-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00124,PX27,V35H,3.5,6,73.5,263.7,704.1,3.122,FM-8.2,77,120.9,D1B18D,2025-11-23,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00125,PX47,V35H,3.5,6,104.9,256.0,547.4,3.065,FM-8.5,92,119.9,2626EA,2024-07-06,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00126,PX70,B18T,1.8,4,176.7,155.9,249.9,3.948,FM-6.5,174,113.2,0B7926,2025-11-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00127,PX24,V30T,3.0,6,150.6,280.4,626.3,3.493,FM-3.1,246,111.8,E73A29,2024-04-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00128,PX39,V30T,3.0,6,146.7,328.0,484.4,3.826,FM-12.1,230,113.9,25FD83,2026-04-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00129,PX22,V50D,5.0,8,179.8,364.8,742.1,3.344,FM-6.5,250,123.4,7A072B,2025-04-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00130,PX65,B18T,1.8,4,122.3,147.4,313.6,3.631,FM-12.2,170,111.2,A86805,2025-05-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00131,PX39,B18T,1.8,4,138.2,171.3,249.8,4.079,FM-8.6,178,113.8,EF843A,2025-02-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00132,PX77,V30T,3.0,6,153.3,300.2,575.1,3.297,FM-4.2,216,110.6,3CCB39,2025-07-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00133,PX50,V35H,3.5,6,164.6,355.5,696.5,3.289,FM-3.4,76,117.0,96F4C1,2024-07-26,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00134,PX20,V30T,3.0,6,140.6,264.4,502.4,3.537,FM-6.6,203,111.6,C1C8E4,2024-01-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00135,PX64,V50D,5.0,8,157.1,393.4,940.6,3.256,FM-12.6,228,118.8,1C0522,2024-02-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00136,PX57,B18T,1.8,4,123.6,126.8,245.5,3.887,FM-5.1,164,111.7,490DDC,2024-02-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00137,PX49,V35H,3.5,6,95.9,312.4,621.4,4.013,FM-9.7,85,120.0,0265D3,2025-03-24,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00138,PX35,V35H,3.5,6,89.3,269.9,625.5,4.010,FM-8.7,61,112.2,DC4F4D,2026-07-07,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00139,PX88,V30T,3.0,6,122.4,231.3,586.9,3.790,FM-10.4,227,119.7,37DEC8,2024-04-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00140,PX45,V30T,3.0,6,184.4,304.7,456.0,3.407,FM-7.6,209,122.0,D7078F,2024-10-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00141,PX87,V50D,5.0,8,212.3,337.3,746.0,4.200,FM-5.0,214,119.0,9AD581,2024-09-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00142,PX96,B18T,1.8,4,110.6,122.7,303.8,3.268,FM-7.7,151,108.7,73E3B2,2024-04-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00143,PX80,V30T,3.0,6,192.1,245.5,550.8,3.417,FM-12.5,243,118.1,1C8D09,2025-09-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00144,PX55,B18T,1.8,4,140.6,105.1,289.2,3.603,FM-4.8,140,113.3,6A3F9B,2025-04-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00145,PX57,B18T,1.8,4,99.3,165.8,316.0,4.062,FM-11.2,118,105.7,FB3B4D,2026-01-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00146,PX79,B20T,2.0,4,186.3,222.1,413.2,3.155,FM-7.0,163,112.3,FD4788,2024-01-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00147,PX85,V35H,3.5,6,104.2,264.2,548.2,3.876,FM-5.0,159,108.5,7AB41D,2025-03-07,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00148,PX57,B20T,2.0,4,181.9,154.0,323.9,3.304,FM-7.8,204,111.4,4C4EF6,2025-05-07,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00149,PX38,V30T,3.0,6,170.2,338.6,577.9,3.500,FM-6.7,225,117.8,774284,2024-09-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00150,PX91,V50D,5.0,8,229.4,304.5,740.4,4.065,FM-10.6,208,116.7,813ACB,2026-04-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00151,PX72,V50D,5.0,8,202.8,293.1,908.3,4.201,FM-6.0,232,114.5,5BF8D0,2026-07-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00152,PX59,V35H,3.5,6,126.4,239.9,647.6,3.537,FM-11.3,165,116.1,BF335D,2024-06-07,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00153,PX71,V30T,3.0,6,116.5,263.1,500.9,3.515,FM-11.1,232,112.4,DDB4C6,2025-04-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00154,PX28,V30T,3.0,6,185.5,314.9,603.8,3.233,FM-6.0,189,118.4,0E2D32,2025-06-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00155,PX21,V50D,5.0,8,139.5,410.4,793.5,3.298,FM-8.6,247,113.9,0583C8,2025-12-15,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00156,PX28,B20T,2.0,4,105.8,215.1,385.2,3.685,FM-10.5,196,109.9,353EB2,2024-12-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00157,PX63,V50D,5.0,8,226.4,311.8,801.1,4.187,FM-5.0,255,123.6,B3B519,2024-05-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00158,PX92,V50D,5.0,8,130.7,296.6,753.8,4.123,FM-9.6,276,117.5,5ABA4E,2025-05-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00159,PX40,V30T,3.0,6,110.1,275.9,543.1,3.783,FM-9.6,194,121.1,ACBB6E,2026-03-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00160,PX66,B20T,2.0,4,142.5,146.1,308.8,3.487,FM-13.1,171,107.1,7B7437,2025-03-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00161,PX44,B18T,1.8,4,165.6,112.3,267.4,3.314,FM-10.6,122,110.1,42870B,2026-05-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00162,PX22,V30T,3.0,6,143.3,310.9,580.8,3.555,FM-9.3,256,118.4,7B7B28,2026-05-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00163,PX24,V35H,3.5,6,158.3,221.6,567.3,3.726,FM-9.0,120,117.1,C326EE,2026-01-15,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00164,PX51,V35H,3.5,6,139.0,321.1,689.8,3.450,FM-12.2,103,114.3,987115,2025-05-29,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00165,PX23,B18T,1.8,4,162.4,147.3,236.9,4.094,FM-8.1,148,109.4,DDB991,2025-10-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00166,PX82,B18T,1.8,4,184.4,168.0,271.3,4.057,FM-9.5,134,112.3,39D718,2026-02-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00167,PX63,V30T,3.0,6,173.6,333.2,502.8,3.555,FM-6.1,239,115.3,58B277,2026-05-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00168,PX20,B20T,2.0,4,168.3,184.2,285.4,3.985,FM-8.7,138,114.3,2823BE,2024-09-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00169,PX91,V50D,5.0,8,233.5,326.4,693.9,3.456,FM-6.7,288,114.0,6CC11A,2025-02-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00170,PX21,V35H,3.5,6,104.8,304.1,666.3,3.133,FM-9.6,144,110.6,A7C4F8,2026-05-30,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00171,PX84,V50D,5.0,8,190.4,364.0,671.5,4.074,FM-8.3,239,115.1,297147,2025-05-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00172,PX38,V50D,5.0,8,137.7,412.4,682.6,3.864,FM-3.7,235,121.9,91D9C5,2024-10-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00173,PX81,V30T,3.0,6,203.1,262.4,639.1,3.743,FM-4.8,237,120.8,7926FD,2025-03-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00174,PX72,B20T,2.0,4,182.3,173.1,321.6,3.412,FM-9.5,177,114.9,9E96E8,2025-03-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00175,PX69,B20T,2.0,4,114.9,167.9,426.1,3.853,FM-6.6,198,110.2,058EE9,2024-01-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00176,PX48,V30T,3.0,6,168.2,235.2,583.9,3.257,FM-13.6,177,113.8,2A6F38,2024-10-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00177,PX59,V35H,3.5,6,166.5,236.7,613.5,3.449,FM-8.3,77,109.1,F3D389,2025-12-08,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00178,PX71,B18T,1.8,4,161.3,124.6,298.3,3.333,FM-7.1,121,113.3,CE9E41,2024-07-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00179,PX45,B18T,1.8,4,98.4,144.0,322.8,3.868,FM-12.2,144,111.2,974D95,2025-07-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00180,PX84,V30T,3.0,6,211.8,337.2,432.6,3.778,FM-11.2,249,111.2,989386,2025-01-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00181,PX55,V30T,3.0,6,209.5,274.3,431.2,3.147,FM-10.0,208,119.4,65881D,2024-04-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00182,PX61,B18T,1.8,4,172.5,107.3,288.7,3.989,FM-12.6,157,106.8,E65DD1,2025-01-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00183,PX86,V35H,3.5,6,130.1,240.3,564.0,3.727,FM-8.2,121,118.0,24FED0,2024-09-12,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00184,PX26,B18T,1.8,4,157.2,172.1,305.3,4.012,FM-13.4,121,106.3,D977CF,2026-03-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00185,PX97,V35H,3.5,6,150.9,276.2,676.6,3.244,FM-6.1,52,116.4,856F3C,2025-06-24,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00186,PX43,B18T,1.8,4,173.0,128.5,295.7,3.321,FM-11.1,123,106.4,146CBB,2024-09-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00187,PX74,V30T,3.0,6,199.0,316.9,604.6,2.914,FM-12.6,237,119.9,BE4E1C,2026-02-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00188,PX62,V50D,5.0,8,236.0,422.4,921.5,4.126,FM-7.0,258,124.1,D0A618,2025-08-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00189,PX87,V50D,5.0,8,144.0,283.8,707.3,4.041,FM-3.4,197,113.6,5F8EF4,2025-03-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00190,PX97,B20T,2.0,4,182.3,177.6,388.3,3.651,FM-12.6,189,108.6,DDFE84,2024-02-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00191,PX58,V30T,3.0,6,225.8,338.9,486.5,3.634,FM-10.2,217,115.9,F89B9A,2024-03-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00192,PX31,V30T,3.0,6,172.7,264.2,580.5,3.574,FM-8.3,259,111.1,161C5C,2024-08-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00193,PX23,B20T,2.0,4,192.3,218.0,380.2,3.743,FM-10.2,127,110.1,507894,2026-02-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00194,PX25,V50D,5.0,8,189.7,406.9,882.6,4.186,FM-11.0,275,114.3,1BCEBE,2026-04-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00195,PX59,V30T,3.0,6,131.0,246.8,485.3,3.000,FM-5.1,212,120.4,D3B453,2024-05-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00196,PX22,B20T,2.0,4,101.9,146.3,327.0,3.636,FM-13.7,171,108.3,75DDBE,2025-12-31,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00197,PX23,B18T,1.8,4,164.7,157.0,314.8,3.932,FM-10.0,139,109.1,B7F2C7,2024-12-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00198,PX71,V35H,3.5,6,76.4,358.0,680.0,3.597,FM-11.7,140,117.6,34D1A7,2024-08-12,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00199,PX71,V30T,3.0,6,213.5,324.5,577.4,3.691,FM-9.4,238,121.6,404646,2025-03-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00200,PX96,B20T,2.0,4,181.0,189.2,385.9,3.237,FM-10.4,167,114.3,34C1D1,2024-11-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00201,PX93,V35H,3.5,6,127.5,252.1,544.7,3.382,FM-13.3,118,111.8,60785A,2025-08-18,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00202,PX34,V50D,5.0,8,226.3,360.2,741.4,3.405,FM-9.2,218,119.1,D94B9C,2024-01-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00203,PX79,B18T,1.8,4,184.3,119.2,302.6,4.073,FM-4.0,160,110.5,39309C,2025-06-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00204,PX65,B20T,2.0,4,149.9,212.5,288.6,3.176,FM-4.0,162,112.7,58FC96,2024-03-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00205,PX50,V30T,3.0,6,178.2,259.2,639.1,3.739,FM-6.4,188,114.9,EDA621,2025-08-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00206,PX79,V30T,3.0,6,170.3,275.3,470.6,2.901,FM-6.3,222,118.7,232F67,2025-02-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00207,PX68,V50D,5.0,8,205.9,268.7,769.6,4.045,FM-13.3,247,120.2,A6C538,2024-07-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00208,PX56,B18T,1.8,4,160.5,106.3,228.3,3.641,FM-10.1,150,113.7,DEDE62,2025-06-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00209,PX28,B20T,2.0,4,118.8,208.8,340.5,3.550,FM-3.4,188,112.8,1387C4,2025-05-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00210,PX94,V30T,3.0,6,222.8,223.3,574.5,3.544,FM-11.4,248,118.6,E4D932,2025-11-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00211,PX54,V30T,3.0,6,127.8,300.0,517.1,3.730,FM-12.7,226,111.7,4E9E2F,2026-06-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00212,PX68,V30T,3.0,6,162.1,284.0,523.2,2.972,FM-10.0,257,119.9,B1A89F,2024-03-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00213,PX70,V35H,3.5,6,115.2,239.4,719.3,3.793,FM-13.4,105,114.7,2F02D5,2024-08-11,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00214,PX70,B20T,2.0,4,188.2,219.5,358.5,3.974,FM-12.3,125,107.5,637929,2025-01-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00215,PX69,V35H,3.5,6,125.4,373.5,747.6,3.965,FM-7.7,53,113.7,97E418,2025-04-12,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
